"year","price"
"May
2017","1110.66"
"May
2017","1390.55"
"May
2017","1095.08"
"Jun
2017","1005.62"
"Jun
2017","1013.82"
"Jun
2017","1233.37"
"Jun
2017","1398.75"
"Jun
2017","1119.5"
"Jul
2017","1409.15"
"Jul
2017","1263.76"
"Jul
2017","1342"
"Jul
2017","1026.74"
"Aug
2017","1470.74"
"Aug
2017","1270.38"
"Sep
2017","1481.12"
"Sep
2017","940.54"
"Oct
2017","965.36"
"Nov
2017","862.06"
"Nov
2017","1168"
"Dec
2017","1000.07"
"Dec
2017","997.13"
"Feb
2018","884.91"
