"year","price"
"May
2017","1691.75"
"May
2017","1194"
"May
2017","1484.28"
"May
2017","1278.92"
"Jun
2017","1390.7"
"Jun
2017","1249.26"
"Jun
2017","1299.1"
"Jun
2017","1779.65"
"Jun
2017","1660.63"
"Jul
2017","1531.01"
"Jul
2017","1205.89"
"Jul
2017","1568.87"
"Jul
2017","1026.74"
"Aug
2017","1462.1"
"Aug
2017","1394.44"
"Sep
2017","1545.3"
"Sep
2017","932.14"
"Oct
2017","976.04"
"Nov
2017","950.656"
"Nov
2017","1261.23"
"Dec
2017","998.382"
"Dec
2017","1063.76"
