"year","price"
"May
2017","1205.12"
"Jun
2017","1351.51"
"Jun
2017","1304"
"Jul
2017","1527.69"
"Aug
2017","1592.88"
"Sep
2017","1365.2"
"Nov
2017","1172.56"
"Dec
2017","1192.36"
"Mar
2018","1077.16"
